bng_x,bng_y,class,conf,votes,status,nearest_dist_m
228425.88017460986,596250.2655081322,shieling,0.4349597096443176,6,novel,13843.5
228621.40627196565,596420.7992794524,shieling,0.21254819418702806,7,novel,13815.6
227845.1417109584,595927.2042553407,shieling,0.2695428192615509,5,novel,14070.7
226549.60654373615,595552.3745453953,shieling,0.21103228032588958,5,novel,14871.0
228010.27783672235,595285.2977558676,shieling,0.2611682613690694,6,novel,13539.6
225995.93112299408,595165.0270958018,shieling,0.2653858333826065,5,novel,15112.0
226081.8991657243,594238.2245579537,shieling,0.22557016213734946,6,novel,14554.4
226111.2793080304,594259.9809451223,shieling,0.24708004891872407,5,novel,14539.9
225965.9559626614,594202.626953544,shieling,0.2743977755308151,6,novel,14637.2
226413.81876040244,594446.5742875728,shieling,0.25770115852355957,5,novel,14375.6
226181.8892480855,594325.3009485777,shieling,0.2682324896256129,6,novel,14512.0
228031.28158395892,594253.4883121927,shieling,0.37896227836608887,6,novel,12912.6
229758.37390397713,593827.6047399861,shieling,0.20075158178806304,5,novel,11264.9
225563.04181389106,593628.7945744807,shieling,0.4646511793136597,5,novel,14719.4
226064.9010441367,593432.3200258844,shieling,0.40748339891433716,5,novel,14183.1
228311.50191702208,593557.4963237388,shieling,0.27218451499938967,5,novel,12294.9
225922.03495002957,593257.9373572376,shieling,0.2648983721931775,6,novel,14232.2
