CANMOREID,NMRSNAME,SITETYPE,COUNTY,GRIDREF,XCOORD,YCOORD,URL,det_class
297334,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00833 04398,200833.0,704398.0,https://canmore.org.uk/site/297334/,shieling
297335,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00847 04395,200847.0,704395.0,https://canmore.org.uk/site/297335/,shieling
297336,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00894 04403,200894.0,704403.0,https://canmore.org.uk/site/297336/,shieling
297337,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00851 04406,200851.0,704406.0,https://canmore.org.uk/site/297337/,shieling
297338,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00866 04402,200866.0,704402.0,https://canmore.org.uk/site/297338/,shieling
297469,ARIVALLICHVEG,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NN 0093 0444,200930.0,704440.0,https://canmore.org.uk/site/297469/,shieling
297339,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00844 04429,200844.0,704429.0,https://canmore.org.uk/site/297339/,shieling
297340,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00844 04429,200844.0,704429.0,https://canmore.org.uk/site/297340/,shieling
297352,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00844 04429,200844.0,704429.0,https://canmore.org.uk/site/297352/,shieling
297353,ARIVALLICHVEG,SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 00878 04441,200878.0,704441.0,https://canmore.org.uk/site/297353/,shieling
297355,ALLT NAN SAC,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 98888 04803,198888.0,704803.0,https://canmore.org.uk/site/297355/,shieling
297356,ALLT NAN SAC,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 98882 04817,198882.0,704817.0,https://canmore.org.uk/site/297356/,shieling
297357,ALLT NAN SAC,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 98876 04826,198876.0,704826.0,https://canmore.org.uk/site/297357/,shieling
297358,ALLT NAN SAC,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 98854 04849,198854.0,704849.0,https://canmore.org.uk/site/297358/,shieling
297359,ALLT NAN SAC,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 98855 04855,198855.0,704855.0,https://canmore.org.uk/site/297359/,shieling
297360,ALLT NAN SAC,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 98862 04854,198862.0,704854.0,https://canmore.org.uk/site/297360/,shieling
297361,ALLT NAN SAC,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 98835 04852,198835.0,704852.0,https://canmore.org.uk/site/297361/,shieling
297362,ALLT NAN SAC,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 98874 04760,198874.0,704760.0,https://canmore.org.uk/site/297362/,shieling
297267,ARICHAMISH,"PEN (PERIOD UNASSIGNED), SHIELING (POST MEDIEVAL)",ARGYLL,NM 90259 06602,190259.0,706602.0,https://canmore.org.uk/site/297267/,shieling
297269,ARICHAMISH,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 90365 06456,190365.0,706456.0,https://canmore.org.uk/site/297269/,cairn
297277,GORTONRONACH,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NR 92888 91906,192888.0,691906.0,https://canmore.org.uk/site/297277/,cairn
297279,GORTONRONACH,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NR 92729 91806,192729.0,691806.0,https://canmore.org.uk/site/297279/,cairn
297280,GORTONRONACH,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NR 92927 91850,192927.0,691850.0,https://canmore.org.uk/site/297280/,cairn
297478,BUACHAILLE MOR,SHIELING (POST MEDIEVAL),ARGYLL,NM 99693 09933,199693.0,709933.0,https://canmore.org.uk/site/297478/,shieling
297479,AN SUIDHE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 99904 06101,199904.0,706101.0,https://canmore.org.uk/site/297479/,cairn
305151,DHURRIE,"ROUNDHOUSE (IRON AGE), SOUTERRAIN (IRON AGE)(POSSIBLE)",ARGYLL,NR 69144 22336,169144.0,622336.0,https://canmore.org.uk/site/305151/,roundhouse
304910,BEINN AN TUIRC,SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE),ARGYLL,NR 75835 36885,175835.0,636885.0,https://canmore.org.uk/site/304910/,shieling
307483,"GLEN ORCHY, GARBH EILEAN","CLEARANCE CAIRN (PERIOD UNASSIGNED), FIELD SYSTEM (PERIOD UNASSIGNED), WALL (PERIOD UNASSIGNED)",ARGYLL,NN 19870 27900,219870.0,727900.0,https://canmore.org.uk/site/307483/,cairn
312050,"MULL, AIRIGH NA STAINGE","SHIELING (POST MEDIEVAL), SHIELING MOUND (POST MEDIEVAL)",ARGYLL,NM 51207 23141,151207.0,723141.0,https://canmore.org.uk/site/312050/,shieling
312617,CAM LOCH,"SHIELING (POST MEDIEVAL), SHIELING HUT (POST MEDIEVAL)",ARGYLL,NM 90344 09484,190344.0,709484.0,https://canmore.org.uk/site/312617/,shieling
308131,PRINCE OF WALES WOODS,CAIRN (PREHISTORIC),ARGYLL,NR 83912 97966,183912.0,697966.0,https://canmore.org.uk/site/308131/,cairn
308140,CNOC NA H-EILDE,"CAIRN (PREHISTORIC), ENCLOSURE (PERIOD UNKNOWN), STRUCTURE (PERIOD UNKNOWN)",ARGYLL,NR 85136 97913,185136.0,697913.0,https://canmore.org.uk/site/308140/,cairn
308153,BARR MOR,"CLEARANCE CAIRN (PERIOD UNKNOWN), ENCLOSURE (PERIOD UNASSIGNED), PEAT CUTTING (PERIOD UNKNOWN), RIG AND FURROW (PERIOD UNKNOWN)",ARGYLL,NR 86115 98949,186115.0,698949.0,https://canmore.org.uk/site/308153/,cairn
308817,SOUTH CUIL,"CAIRN (PERIOD UNASSIGNED), CLEARANCE CAIRN (PERIOD UNASSIGNED)",ARGYLL,NM 9812 5476,198120.0,754760.0,https://canmore.org.uk/site/308817/,cairn
312124,KILLINOCHONOCH,"HEARTH(S) (PERIOD UNASSIGNED)(POSSIBLE), POST HOLE(S) (PERIOD UNASSIGNED), ROUNDHOUSE (BRONZE AGE) - (IRON AGE), LITHIC IMPLEMENT(S) (PERIOD UNASSIGNED), SADDLE QUERN (PERIOD UNASSIGNED)",ARGYLL,NR 8392 9570,183920.0,695700.0,https://canmore.org.uk/site/312124/,roundhouse
312085,"CRAIGHOYLE, ALLT AN IARRUINN","DYKE (PERIOD UNASSIGNED), SHIELING HUT (POST MEDIEVAL), STRUCTURE (PERIOD UNASSIGNED)(POSSIBLE), WALL (PERIOD UNASSIGNED)",ARGYLL,NS 17798 90475,217798.0,690475.0,https://canmore.org.uk/site/312085/,shieling
312086,"GIGHA, CNOC NA SGINE","CLEARANCE CAIRN(S) (POST MEDIEVAL), FIELD BOUNDARY(S) (POST MEDIEVAL), INORGANIC MATERIAL (CHARCOAL)(PERIOD UNKNOWN)",ARGYLL,NR 63562 47015,163562.0,647015.0,https://canmore.org.uk/site/312086/,cairn
312102,"ACHNACRAOBH, KILCHRENAN","CLEARANCE CAIRN (PERIOD UNASSIGNED), NATURAL FEATURE (PERIOD UNKNOWN)",ARGYLL,NN 02613 23592,202613.0,723592.0,https://canmore.org.uk/site/312102/,cairn
307526,"MULL, LOCHDON FOREST",SHIELING(S) (POST MEDIEVAL),ARGYLL,NM 72333 33322,172333.0,733322.0,https://canmore.org.uk/site/307526/,shieling
307527,"MULL, LOCHDON FOREST","ENCLOSURE (PERIOD UNKNOWN), HUT CIRCLE (PREHISTORIC)",ARGYLL,NM 72302 33300,172302.0,733300.0,https://canmore.org.uk/site/307527/,roundhouse
307528,"MULL, LOCHDON FOREST",SHIELING(S) (POST MEDIEVAL),ARGYLL,NM 72286 33225,172286.0,733225.0,https://canmore.org.uk/site/307528/,shieling
346999,TERVINE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NN 06921 25307,206921.0,725307.0,https://canmore.org.uk/site/346999/,cairn
345058,"GLENFINNAN, DONALD MACKELLAIG MEMORIAL CAIRN",COMMEMORATIVE CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 90900 80391,190900.0,780391.0,https://canmore.org.uk/site/345058/,cairn
355536,"KILMARTIN GLEN, UPPER LARGIE","BURIAL(S) (PERIOD UNASSIGNED)(POSSIBLE), BURIAL CAIRN(S) (BRONZE AGE), BURIED LAND SURFACE (PERIOD UNASSIGNED), CURSUS (NEOLITHIC), KILN (PERIOD UNASSIGNED)(POSSIBLE), PIT(S) (PERIOD UNASSIGNED), POST HOLE(S) (PERIOD UNASSIGNED), STRUCTURE(S) (PERIOD UNA",ARGYLL,NR 83267 99724,183267.0,699724.0,https://canmore.org.uk/site/355536/,cairn
369472,GLEN STRAE,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 17572 31230,217572.0,731230.0,https://canmore.org.uk/site/369472/,shieling
345403,EAS RUADH,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 72322 55548,172322.0,755548.0,https://canmore.org.uk/site/345403/,shieling
333626,DRIMNIN,"FIELD SYSTEM (POST MEDIEVAL), HUT CIRCLE (PREHISTORIC)(POSSIBLE)",ARGYLL,NM 5705 5447,157050.0,754470.0,https://canmore.org.uk/site/333626/,roundhouse
358203,ALLT CEITLEIN,BURIAL CAIRN (9TH CENTURY)(POSSIBLE),ARGYLL,NN 15388 47662,215388.0,747662.0,https://canmore.org.uk/site/358203/,cairn
359121,DUNROSTON,"CLEARANCE CAIRN (PERIOD UNKNOWN), ENCLOSURE (PERIOD UNKNOWN), TRACK (PERIOD UNKNOWN), WALL(S) (PERIOD UNKNOWN)",ARGYLL,NR 737 817,173700.0,681700.0,https://canmore.org.uk/site/359121/,cairn
354730,BEINN NA H-URCHRACH,"SHIELING HUT (PERIOD UNASSIGNED), STILL HOUSE (PERIOD UNASSIGNED)(POSSIBLE)",ARGYLL,NM 52591 63349,152591.0,763349.0,https://canmore.org.uk/site/354730/,shieling
367860,"ALLT OCKLE NATIVE WOODLAND PLANTING SCHEME, ARDNAMURCHAN ESTATE, LOCHABER","SHIELING(S) (POST MEDIEVAL), STOCK ENCLOSURE(S) (POST MEDIEVAL)",ARGYLL,NM 57825 66751,157825.0,766751.0,https://canmore.org.uk/site/367860/,shieling
373027,TORRAN SITE 1,CLEARANCE CAIRN (PERIOD UNKNOWN),ARGYLL,NM 89421 05588,189421.0,705588.0,https://canmore.org.uk/site/373027/,cairn
369495,BAROILE,CLEARANCE CAIRN (PERIOD UNKNOWN),ARGYLL,NR 85639 95341,185639.0,695341.0,https://canmore.org.uk/site/369495/,cairn
372510,BARBRECK SITE 12,"BUILDING(S) (PERIOD UNKNOWN), CAIRN(S) (PERIOD UNKNOWN), HUT(S) (PERIOD UNKNOWN)",ARGYLL,NN 04158 23876,204158.0,723876.0,https://canmore.org.uk/site/372510/,cairn
376223,BADDENS,"ARCHAEOLOGICAL LANDSCAPE (PERIOD UNKNOWN), BANK (EARTHWORK)(S) (PERIOD UNKNOWN), CLEARANCE CAIRN(S) (PERIOD UNKNOWN), QUARRY (PERIOD UNKNOWN), STRUCTURE(S) (PERIOD UNKNOWN), TRACK(S) (PERIOD UNKNOWN), WALL(S) (PERIOD UNKNOWN)",ARGYLL,NR 84954 90305,184954.0,690305.0,https://canmore.org.uk/site/376223/,cairn
376125,BLEACHFIELD,"ARCHAEOLOGICAL LANDSCAPE (PERIOD UNKNOWN), BANK (EARTHWORK)(S) (PERIOD UNKNOWN), CLEARANCE CAIRN(S) (PERIOD UNKNOWN), LAZY BEDS (PERIOD UNKNOWN)",ARGYLL,NR 66481 17544,166481.0,617544.0,https://canmore.org.uk/site/376125/,cairn
378171,KILMELFORD,"CLEARANCE CAIRN(S) (PERIOD UNKNOWN), PEDIMENT (PERIOD UNKNOWN)",ARGYLL,NM 8462 1266,184620.0,712660.0,https://canmore.org.uk/site/378171/,cairn
346918,LERGYCHONIEBEAG,"BANK (EARTHWORK)(S) (PERIOD UNASSIGNED), CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), DUN (PERIOD UNASSIGNED), LAZY BEDS (POST MEDIEVAL), STRUCTURE(S) (PERIOD UNASSIGNED), TRACK(S) (PERIOD UNASSIGNED)",ARGYLL,NM 82592 09321,182592.0,709321.0,https://canmore.org.uk/site/346918/,cairn
346920,BOCARD,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NN 12584 21192,212584.0,721192.0,https://canmore.org.uk/site/346920/,cairn
345422,KILLUNDINE RIVER,"FIELD SYSTEM (POST MEDIEVAL), SHIELING HUT (POST MEDIEVAL)(POSSIBLE)",ARGYLL,NM 5933 5096,159330.0,750960.0,https://canmore.org.uk/site/345422/,shieling
369473,GLEN STRAE,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 17572 31282,217572.0,731282.0,https://canmore.org.uk/site/369473/,shieling
369475,GLEN STRAE,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 17625 31285,217625.0,731285.0,https://canmore.org.uk/site/369475/,shieling
357772,CNOC AIRIGH LUACHRAICH,"BANK (EARTHWORK) (PERIOD UNASSIGNED), SHIELING HUT(S) (PERIOD UNASSIGNED)",ARGYLL,NR 72753 47621,172753.0,647621.0,https://canmore.org.uk/site/357772/,shieling
357792,ACHNAFED QUARRY,CLEARANCE CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NR 73564 50423,173564.0,650423.0,https://canmore.org.uk/site/357792/,cairn
333599,BALLYBRENNAN,SHIELING (POST MEDIEVAL)(POSSIBLE),ARGYLL,NR 67407 14047,167407.0,614047.0,https://canmore.org.uk/site/333599/,shieling
333605,BALLYBRENNAN,SHIELING(S) (POST MEDIEVAL)(POSSIBLE),ARGYLL,NR 67204 13603,167204.0,613603.0,https://canmore.org.uk/site/333605/,shieling
373029,TORRAN SITE 3,CLEARANCE CAIRN (PERIOD UNKNOWN),ARGYLL,NM 89401 05461,189401.0,705461.0,https://canmore.org.uk/site/373029/,cairn
372496,ACHLIAN SITES 28 TO 34,"SHIELING(S) (PERIOD UNKNOWN), STRUCTURE(S) (PERIOD UNKNOWN)",ARGYLL,NN 13500 22148,213500.0,722148.0,https://canmore.org.uk/site/372496/,shieling
369460,GLEN STRAE,"BANK (EARTHWORK) (PERIOD UNKNOWN), CLEARANCE CAIRN (PERIOD UNKNOWN), SHIELING(S) (PERIOD UNKNOWN)",ARGYLL,NN 17333 31159,217333.0,731159.0,https://canmore.org.uk/site/369460/,shieling
365650,"JURA, ÀIRIGH NA H-AON OIDHCHE",SHIELING (POST MEDIEVAL),ARGYLL,NR 6523 9196,165230.0,691960.0,https://canmore.org.uk/site/365650/,shieling
370602,DAIL LAGACH,"CLEARANCE CAIRN (POST MEDIEVAL), SHEEPFOLD (POST MEDIEVAL)",ARGYLL,NM 92372 78167,192372.0,778167.0,https://canmore.org.uk/site/370602/,cairn
369463,GLEN STRAE,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 17243 31257,217243.0,731257.0,https://canmore.org.uk/site/369463/,shieling
365519,"KILLEAN ESTATE, KINTYRE","DYKE(S) (PREHISTORIC)(POSSIBLE), PEN(S) (PERIOD UNASSIGNED), SHIELING(S) (POST MEDIEVAL), STOCK ENCLOSURE(S) (PERIOD UNASSIGNED)",ARGYLL,NR 7180 4440,171800.0,644400.0,https://canmore.org.uk/site/365519/,shieling
376276,GLEN CANNEL,"BANK (EARTHWORK) (PERIOD UNKNOWN), BURIAL GROUND (PERIOD UNKNOWN), CLEARANCE CAIRN(S) (PERIOD UNKNOWN), ENCLOSURE(S) (PERIOD UNKNOWN), HOUSE(S) (PERIOD UNKNOWN), PLATFORM(S) (PERIOD UNKNOWN), RIG AND FURROW(S) (PERIOD UNKNOWN), SETTLEMENT(S) (MEDIEVAL),",ARGYLL,NM 59327 34495,159327.0,734495.0,https://canmore.org.uk/site/376276/,cairn
364723,PRINCE OF WALES WOOD,SHIELING HUT(S) (MEDIEVAL) - (18TH CENTURY)(POSSIBLE),ARGYLL,NR 83861 97888,183861.0,697888.0,https://canmore.org.uk/site/364723/,shieling
364731,CREAG AN FHITICH,SHIELING HUT(S) (MEDIEVAL) - (18TH CENTURY)(POSSIBLE),ARGYLL,NR 84499 98458,184499.0,698458.0,https://canmore.org.uk/site/364731/,shieling
364735,LEASIDE,"CLEARANCE CAIRN(S) (MEDIEVAL) - (18TH CENTURY), HUT(S) (MEDIEVAL) - (18TH CENTURY)",ARGYLL,NR 84421 90755,184421.0,690755.0,https://canmore.org.uk/site/364735/,cairn
364739,HIGH BARNAKILL,SHIELING HUT(S) (MEDIEVAL) - (18TH CENTURY),ARGYLL,NR 83054 92418,183054.0,692418.0,https://canmore.org.uk/site/364739/,shieling
364745,LOCH BARNLUASGAN,CLEARANCE CAIRN(S) (POST MEDIEVAL),ARGYLL,NR 79160 91457,179160.0,691457.0,https://canmore.org.uk/site/364745/,cairn
364747,EURACH,SHIELING HUT(S) (MEDIEVAL) - (18TH CENTURY),ARGYLL,NM 84974 00744,184974.0,700744.0,https://canmore.org.uk/site/364747/,shieling
376155,CUAN,"CLEARANCE CAIRN (19TH CENTURY)(POSSIBLE), LAZY BEDS (POST MEDIEVAL)",ARGYLL,NM 75029 13160,175029.0,713160.0,https://canmore.org.uk/site/376155/,cairn
372937,BLARGHOUR SITE 14,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 01586 14383,201586.0,714383.0,https://canmore.org.uk/site/372937/,shieling
376445,SALLACHAN,"BANK (EARTHWORK)(S) (PERIOD UNKNOWN), CORN DRYING KILN (PERIOD UNKNOWN), ENCLOSURE (PERIOD UNKNOWN), RIG AND FURROW(S) (PERIOD UNKNOWN), SHIELING (PERIOD UNKNOWN), STRUCTURE (PERIOD UNKNOWN)",ARGYLL,NM 97668 63511,197668.0,763511.0,https://canmore.org.uk/site/376445/,shieling
364753,RASLIE BURN,SHIELING HUT (POST MEDIEVAL),ARGYLL,NR 81424 98880,181424.0,698880.0,https://canmore.org.uk/site/364753/,shieling
365551,ACHNAMARRA HYDRO SCHEME,"CLEARANCE CAIRN (PERIOD UNASSIGNED), DYKE (PERIOD UNASSIGNED), SHIELING (PERIOD UNASSIGNED)(POSSIBLE)",ARGYLL,NR 79168 86861,179168.0,686861.0,https://canmore.org.uk/site/365551/,shieling
365617,STRATHLACHLAN,SHIELING(S) (POST MEDIEVAL),ARGYLL,NS 05757 96586,205757.0,696586.0,https://canmore.org.uk/site/365617/,shieling
372906,"LUING, EILEAN MHIC CHIARAIN",CAIRN (POST MEDIEVAL),ARGYLL,NM 72872 11232,172872.0,711232.0,https://canmore.org.uk/site/372906/,cairn
372691,"SEIL, TORR DHAMH",MARKER CAIRN (POST MEDIEVAL)(POSSIBLE),ARGYLL,NM 75529 14295,175529.0,714295.0,https://canmore.org.uk/site/372691/,cairn
373050,TORRAN SITE 14 AND 15,"BURIAL CAIRN (PERIOD UNKNOWN)(POSSIBLE), CLEARANCE CAIRN (PERIOD UNKNOWN)",ARGYLL,NM 88932 05073,188932.0,705073.0,https://canmore.org.uk/site/373050/,cairn
373063,CNOC NA H-EILDHE,"ARCHAEOLOGICAL LANDSCAPE (PREHISTORIC) - (MODERN), BANK (EARTHWORK)(S) (PERIOD UNKNOWN), BURIAL CAIRN(S) (PREHISTORIC)(POSSIBLE), CLEARANCE CAIRN(S) (PERIOD UNKNOWN), CULTIVATION REMAINS(S) (PERIOD UNKNOWN), CUP MARKED STONE(S) (PREHISTORIC), DWELLING(S)",ARGYLL,NR 84487 97809,184487.0,697809.0,https://canmore.org.uk/site/373063/,cairn
372610,LUING SURVEY,"CROFT (18TH CENTURY), CROFT(S) (PERIOD UNKNOWN), FIELD SYSTEM (PERIOD UNKNOWN)(POSSIBLE), ROUNDHOUSE(S) (PERIOD UNKNOWN), STRUCTURE (PERIOD UNKNOWN), ARROWHEAD (PREHISTORIC)",ARGYLL,NM 7430 1000,174300.0,710000.0,https://canmore.org.uk/site/372610/,roundhouse
378641,"MULL,  GUIBEAN ULUVALT",SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NM 55821 30971,155821.0,730971.0,https://canmore.org.uk/site/378641/,shieling
372638,"LUING, DUBH LEATHAD","HUT(S) (POST MEDIEVAL), HUT CIRCLE (PREHISTORIC)",ARGYLL,NM 74183 11679,174183.0,711679.0,https://canmore.org.uk/site/372638/,roundhouse
372641,"LUING, TOBAIR-NA-SUIL","ENCLOSURE (POST MEDIEVAL)(POSSIBLE), HUT CIRCLE (PREHISTORIC)(POSSIBLE)",ARGYLL,NM 75222 11464,175222.0,711464.0,https://canmore.org.uk/site/372641/,roundhouse
372644,"LUING, UPPER ARDLARACH",HUT CIRCLE (PREHISTORIC)(POSSIBLE),ARGYLL,NM 74210 11363,174210.0,711363.0,https://canmore.org.uk/site/372644/,roundhouse
372652,TORSA,CLEARANCE CAIRN (POST MEDIEVAL),ARGYLL,NM 76296 13481,176296.0,713481.0,https://canmore.org.uk/site/372652/,cairn
373097,BENMORE,"BANK (EARTHWORK)(S) (PERIOD UNKNOWN), CULTIVATION REMAINS (PERIOD UNKNOWN), ENCLOSURE(S) (PERIOD UNKNOWN), PEAT CUTTING(S) (PERIOD UNKNOWN), SHEEPFOLD(S) (PERIOD UNKNOWN), SHIELING(S) (PERIOD UNKNOWN), STILL HOUSE (PERIOD UNKNOWN)(POSSIBLE), STRUCTURE(S)",ARGYLL,NM 61072 42752,161072.0,742752.0,https://canmore.org.uk/site/373097/,shieling
346797,STALLACHAN DUBHA,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NM 5363 6262,153630.0,762620.0,https://canmore.org.uk/site/346797/,shieling
346798,STALLACHAN DUBHA,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NM 5353 6252,153530.0,762520.0,https://canmore.org.uk/site/346798/,shieling
361889,"ARIDOU, DOUGLAS WATER",SHIELING HUT (POST MEDIEVAL),ARGYLL,NN 025 086,202500.0,708600.0,https://canmore.org.uk/site/361889/,shieling
351581,TOM A'CHAPUILL,ROUNDHOUSE (PREHISTORIC),ARGYLL,NM 5552 6373,155520.0,763730.0,https://canmore.org.uk/site/351581/,roundhouse
355258,PUCK'S GLEN,"ENCLOSURE (PERIOD UNASSIGNED), SHIELING HUT (PERIOD UNASSIGNED)",ARGYLL,NS 15540 85450,215540.0,685450.0,https://canmore.org.uk/site/355258/,shieling
355259,PUCK'S GLEN,SHIELING HUT (PERIOD UNASSIGNED),ARGYLL,NS 15726 84049,215726.0,684049.0,https://canmore.org.uk/site/355259/,shieling
365648,"KINTYRE, ÀIRIGH NA H-AON OIDHCHE",SHIELING(S) (MEDIEVAL) - (18TH CENTURY),ARGYLL,NR 7434 4179,174340.0,641790.0,https://canmore.org.uk/site/365648/,shieling
372624,BLARGHOUR SITE 6,CLEARANCE CAIRN (PERIOD UNKNOWN)(POSSIBLE),ARGYLL,NN 00348 14273,200348.0,714273.0,https://canmore.org.uk/site/372624/,cairn
372633,BLARGHOUR SITE 11,"BANK (EARTHWORK) (PERIOD UNKNOWN), SHIELING (PERIOD UNKNOWN)",ARGYLL,NN 01294 14178,201294.0,714178.0,https://canmore.org.uk/site/372633/,shieling
372673,"LUING, LECCAMORE","ENCLOSURE (POST MEDIEVAL), SHIELING HUT(S) (POST MEDIEVAL)",ARGYLL,NM 74950 11165,174950.0,711165.0,https://canmore.org.uk/site/372673/,shieling
367878,"CHOIRE MHUILINN NATIVE WOODLAND PLANTING SCHEME, ARDNAMURCHAN ESTATE, LOCHABER","DYKE (PERIOD UNASSIGNED), HUT CIRCLE (PREHISTORIC), SHIELING(S) (PERIOD UNASSIGNED), STILL (PERIOD UNASSIGNED)(POSSIBLE)",ARGYLL,NM 52105 65199,152105.0,765199.0,https://canmore.org.uk/site/367878/,roundhouse
365282,"SALLACHAN, CHOIRE NAM MUC",CLEARANCE CAIRN (PERIOD UNKNOWN),ARGYLL,NM 97127 63745,197127.0,763745.0,https://canmore.org.uk/site/365282/,cairn
365616,INVERNOADEN,"BANK (EARTHWORK)(S) (PERIOD UNASSIGNED), ENCLOSURE (PERIOD UNASSIGNED), SHEEPFOLD(S) (PERIOD UNASSIGNED), SHIELING(S) (PERIOD UNASSIGNED), WALL (PERIOD UNASSIGNED)",ARGYLL,NS 14800 96400,214800.0,696400.0,https://canmore.org.uk/site/365616/,shieling
365343,AN AIRD,"BURIAL CAIRN (PREHISTORIC)(POSSIBLE), CLEARANCE CAIRN(S) (PERIOD UNKNOWN)",ARGYLL,NR 55850 71253,155850.0,671253.0,https://canmore.org.uk/site/365343/,cairn
369467,GLEN STRAE,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 17659 31194,217659.0,731194.0,https://canmore.org.uk/site/369467/,shieling
369459,GLEN STRAE,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 17296 31201,217296.0,731201.0,https://canmore.org.uk/site/369459/,shieling
369468,GLEN STRAE,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 17592 31225,217592.0,731225.0,https://canmore.org.uk/site/369468/,shieling
364586,CREAG AN FHITHICH,SHIELING HUT (POST MEDIEVAL),ARGYLL,NR 84747 98766,184747.0,698766.0,https://canmore.org.uk/site/364586/,shieling
364590,CREAG AN FHITHICH,BURIAL CAIRN (BRONZE AGE),ARGYLL,NR 84813 98685,184813.0,698685.0,https://canmore.org.uk/site/364590/,cairn
364592,ACHAYERRAN,CLEARANCE CAIRN(S) (POST MEDIEVAL),ARGYLL,NR 85448 98002,185448.0,698002.0,https://canmore.org.uk/site/364592/,cairn
364593,ACHAYERRAN,CLEARANCE CAIRN(S) (POST MEDIEVAL),ARGYLL,NR 85487 97988,185487.0,697988.0,https://canmore.org.uk/site/364593/,cairn
364596,ACHAYERRAN,BURIAL CAIRN (PREHISTORIC)(POSSIBLE),ARGYLL,NR 85674 99077,185674.0,699077.0,https://canmore.org.uk/site/364596/,cairn
364597,ACHAYERRAN,SHIELING HUT (POST MEDIEVAL),ARGYLL,NR 85713 99154,185713.0,699154.0,https://canmore.org.uk/site/364597/,shieling
364603,BLARANTIBERT,"CLEARANCE CAIRN(S) (MEDIEVAL) - (18TH CENTURY), HUT(S) (MEDIEVAL) - (18TH CENTURY)",ARGYLL,NR 79986 91671,179986.0,691671.0,https://canmore.org.uk/site/364603/,cairn
372486,ACHILIAN SITE 4 AND 5,"PLATFORM (POST MEDIEVAL), SHIELING MOUND (PERIOD UNKNOWN)",ARGYLL,NN 13438 22502,213438.0,722502.0,https://canmore.org.uk/site/372486/,shieling
372488,"ACHLIAN - SITES 9, 10, 11 AND 12",SHIELING(S) (PERIOD UNKNOWN),ARGYLL,NN 13628 22470,213628.0,722470.0,https://canmore.org.uk/site/372488/,shieling
369458,GLEN STRAE,SHIELING (PERIOD UNKNOWN),ARGYLL,NN 17266 31195,217266.0,731195.0,https://canmore.org.uk/site/369458/,shieling
369484,BAROILE,SHIELING (PERIOD UNKNOWN),ARGYLL,NR 85305 95033,185305.0,695033.0,https://canmore.org.uk/site/369484/,shieling
372487,"ACHLIAN - SITES 6, 7 AND 8","ROUNDHOUSE (PERIOD UNKNOWN)(POSSIBLE), SHIELING(S) (PERIOD UNKNOWN)",ARGYLL,NN 13493 22483,213493.0,722483.0,https://canmore.org.uk/site/372487/,roundhouse
372502,ACHLIAN - SITE 25,SHIELING (PERIOD UNKNOWN)(POSSIBLE),ARGYLL,NN 13033 22441,213033.0,722441.0,https://canmore.org.uk/site/372502/,shieling
