CANMOREID,NMRSNAME,SITETYPE,COUNTY,GRIDREF,XCOORD,YCOORD,URL,det_class
23213,CREAG MHOR,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 9222 2327,192220.0,723270.0,https://canmore.org.uk/site/23213/,shieling
23215,CREAG MHOR,CLEARANCE CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NM 9225 2324,192250.0,723240.0,https://canmore.org.uk/site/23215/,cairn
23770,AIRIDH CHALLTUINN,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NN 199 358,219900.0,735800.0,https://canmore.org.uk/site/23770/,shieling
23652,LAGANBUIDHE FARM,CAIRN (LATER PREHISTORIC),ARGYLL,NN 16119 27830,216119.0,727830.0,https://canmore.org.uk/site/23652/,cairn
23218,MUSDALE,CAIRN (LATER PREHISTORIC),ARGYLL,NM 93891 22037,193891.0,722037.0,https://canmore.org.uk/site/23218/,cairn
22759,KINTRAW,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 8305 0502,183050.0,705020.0,https://canmore.org.uk/site/22759/,cairn
22763,SLUGGAN,CAIRN (PREHISTORIC),ARGYLL,NM 8401 0760,184010.0,707600.0,https://canmore.org.uk/site/22763/,cairn
22769,TIGH A'CHARNAIN,CAIRN (PREHISTORIC),ARGYLL,NM 8609 0155,186090.0,701550.0,https://canmore.org.uk/site/22769/,cairn
22770,TIGH A'CHARNAIN,CAIRN (PREHISTORIC),ARGYLL,NM 8662 0179,186620.0,701790.0,https://canmore.org.uk/site/22770/,cairn
23222,BARCALDINE FOREST,SHIELING HUT (POST MEDIEVAL),ARGYLL,NM 9787 3896,197870.0,738960.0,https://canmore.org.uk/site/23222/,shieling
23223,"ACHNACREE, CARN BAN",CHAMBERED CAIRN (NEOLITHIC),ARGYLL,NM 92277 36355,192277.0,736355.0,https://canmore.org.uk/site/23223/,cairn
23230,"LOCHAN NAN RATH, MOSS OF ACHNACREE",CAIRN (BRONZE AGE),ARGYLL,NM 92197 35341,192197.0,735341.0,https://canmore.org.uk/site/23230/,cairn
23233,"LOCHAN A' CHUIRN, ACHNACREE",CAIRN (LATER PREHISTORIC),ARGYLL,NM 92717 35469,192717.0,735469.0,https://canmore.org.uk/site/23233/,cairn
23236,ACHNABA,BURIAL CAIRN(S) (BRONZE AGE),ARGYLL,NM 94455 36158,194455.0,736158.0,https://canmore.org.uk/site/23236/,cairn
23237,"ACHANANCARN, MOSS OF ACHNACREE",BURIAL CAIRN (BRONZE AGE),ARGYLL,NM 92664 35661,192664.0,735661.0,https://canmore.org.uk/site/23237/,cairn
23238,"DALVUIE, MOSS OF ACHNACREE",BURIAL CAIRN (LATER PREHISTORIC)(POSSIBLE),ARGYLL,NM 92045 36527,192045.0,736527.0,https://canmore.org.uk/site/23238/,cairn
23246,LETTERWALTON HOUSE,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NM 9154 3972,191540.0,739720.0,https://canmore.org.uk/site/23246/,cairn
23248,CULCHARRON,"CAIRN (BRONZE AGE), CUP MARKED STONE (LATER PREHISTORIC)",ARGYLL,NM 9129 3971,191290.0,739710.0,https://canmore.org.uk/site/23248/,cairn
23250,MOSS OF ACHNACREE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 923 355,192300.0,735500.0,https://canmore.org.uk/site/23250/,cairn
23251,MOSS OF ACHNACREE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 921 363,192100.0,736300.0,https://canmore.org.uk/site/23251/,cairn
23252,MOSS OF ACHNACREE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 926 352,192600.0,735200.0,https://canmore.org.uk/site/23252/,cairn
22780,"CAR NA BUIREAN, SALACHARY",BURIAL CAIRN (PERIOD UNKNOWN)(POSSIBLE),ARGYLL,NM 8525 0434,185250.0,704340.0,https://canmore.org.uk/site/22780/,cairn
22785,FORD,CAIRN (PREHISTORIC)(POSSIBLE),ARGYLL,NM 8687 0376,186870.0,703760.0,https://canmore.org.uk/site/22785/,cairn
22789,GLENNAN 1,"CAIRN(S) (PREHISTORIC), CUP MARKED STONE (PREHISTORIC)",ARGYLL,NM 85668 01181,185668.0,701181.0,https://canmore.org.uk/site/22789/,cairn
22790,CREAGANTAIRBH BEAG,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 8567 0108,185670.0,701080.0,https://canmore.org.uk/site/22790/,cairn
22791,GLENNAN,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 8564 0115,185640.0,701150.0,https://canmore.org.uk/site/22791/,cairn
23507,TAYNUILT,CAIRN (PERIOD UNASSIGNED),ARGYLL,NN 022 302,202200.0,730200.0,https://canmore.org.uk/site/23507/,cairn
23508,TAYNUILT,CAIRN (PERIOD UNASSIGNED),ARGYLL,NN 022 303,202200.0,730300.0,https://canmore.org.uk/site/23508/,cairn
23509,TAYNUILT,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NN 023 302,202300.0,730200.0,https://canmore.org.uk/site/23509/,cairn
23516,BRIDGE OF AWE,HUT CIRCLE (PREHISTORIC)(POSSIBLE),ARGYLL,NN 023 308,202300.0,730800.0,https://canmore.org.uk/site/23516/,roundhouse
23535,FASNACLOICH,"CAIRN (LATER PREHISTORIC)(POSSIBLE), CRANNOG (PERIOD UNKNOWN)",ARGYLL,NN 0209 4740,202090.0,747400.0,https://canmore.org.uk/site/23535/,cairn
23540,DRUIMAVUIC COTTAGE,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NN 0065 4470,200650.0,744700.0,https://canmore.org.uk/site/23540/,cairn
23659,ARDTEATLE,CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),ARGYLL,NN 1326 2540,213260.0,725400.0,https://canmore.org.uk/site/23659/,cairn
23662,PORTBEG,CAIRN (PERIOD UNASSIGNED),ARGYLL,NN 135 274,213500.0,727400.0,https://canmore.org.uk/site/23662/,cairn
23676,ARDTEATLE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NN 1322 2540,213220.0,725400.0,https://canmore.org.uk/site/23676/,cairn
23679,CLADICH,CHAMBERED CAIRN (NEOLITHIC),ARGYLL,NN 10027 22247,210027.0,722247.0,https://canmore.org.uk/site/23679/,cairn
23686,AIRIDH NAN SILEAG,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NN 191 353,219100.0,735300.0,https://canmore.org.uk/site/23686/,shieling
22221,"MULL, ROSSAL",CAIRN(S) (PERIOD UNASSIGNED),ARGYLL,NM 5462 2855,154620.0,728550.0,https://canmore.org.uk/site/22221/,cairn
23687,ALLT RIABHACH,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NN 199 362,219900.0,736200.0,https://canmore.org.uk/site/23687/,shieling
23688,LEIRG NAN GIUBHAS,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NN 1930 3288,219300.0,732880.0,https://canmore.org.uk/site/23688/,shieling
23689,GLEN ETIVE,BURIAL CAIRN (BRONZE AGE),ARGYLL,NN 14393 47610,214393.0,747610.0,https://canmore.org.uk/site/23689/,cairn
23690,GUALACHULAIN,CAIRN (LATER PREHISTORIC),ARGYLL,NN 11276 45487,211276.0,745487.0,https://canmore.org.uk/site/23690/,cairn
22648,"PORT DONAIN, MULL","CAIRN (PERIOD UNASSIGNED), STANDING STONE (PREHISTORIC)(POSSIBLE)",ARGYLL,NM 7367 2932,173670.0,729320.0,https://canmore.org.uk/site/22648/,cairn
22649,"PORT DONAIN, MULL","CHAMBERED CAIRN (NEOLITHIC), CIST (PERIOD UNASSIGNED)",ARGYLL,NM 7375 2925,173750.0,729250.0,https://canmore.org.uk/site/22649/,cairn
22244,"GRULINE, MULL",CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 5465 3934,154650.0,739340.0,https://canmore.org.uk/site/22244/,cairn
22248,"GRULINE, MULL",CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 5477 3935,154770.0,739350.0,https://canmore.org.uk/site/22248/,cairn
22249,"KNOCK, MULL",CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NM 541 391,154100.0,739100.0,https://canmore.org.uk/site/22249/,cairn
22252,"CARN CUL RIGH ALBAINN, MAM CHLACHAIG, MULL",CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 5535 3324,155350.0,733240.0,https://canmore.org.uk/site/22252/,cairn
22799,GLASVAAR,CAIRN (BRONZE AGE),ARGYLL,NM 8840 0135,188400.0,701350.0,https://canmore.org.uk/site/22799/,cairn
22822,CREAGANTERVE BEG,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 8605 0194,186050.0,701940.0,https://canmore.org.uk/site/22822/,cairn
22823,TIGH A'CHARNAIN,CAIRN (PREHISTORIC),ARGYLL,NM 8622 0166,186220.0,701660.0,https://canmore.org.uk/site/22823/,cairn
22824,KINTRAW,"CAIRN(S) (PREHISTORIC), ENCLOSURE (PERIOD UNKNOWN), STANDING STONE (PREHISTORIC)",ARGYLL,NM 8306 0497,183060.0,704970.0,https://canmore.org.uk/site/22824/,cairn
22825,OLD POLTALLOCH,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NM 8121 0083,181210.0,700830.0,https://canmore.org.uk/site/22825/,shieling
22827,LOCHAN DRUIM AN RATHAID,CAIRN (PREHISTORIC),ARGYLL,NM 8254 0384,182540.0,703840.0,https://canmore.org.uk/site/22827/,cairn
22829,DUN MAC SAMHAINN,"CAIRN (PREHISTORIC), MARKER CAIRN (POST MEDIEVAL)",ARGYLL,NM 82649 00385,182649.0,700385.0,https://canmore.org.uk/site/22829/,cairn
22832,"LEABAIDH CEANNAICHE FHADA, ORMAIG","CHAMBERED CAIRN (NEOLITHIC)(POSSIBLE), SITE (PERIOD UNASSIGNED)",ARGYLL,NM 8 0,180000.0,700000.0,https://canmore.org.uk/site/22832/,cairn
22834,"CLACH AN T' SAGAIRT, ARDFERN",CHAMBERED CAIRN (NEOLITHIC),ARGYLL,NM 8063 0451,180630.0,704510.0,https://canmore.org.uk/site/22834/,cairn
22837,CARNASSARIE,"BURIAL CAIRN (BRONZE AGE), FOOD VESSEL URN (BRONZE AGE)",ARGYLL,NM 8338 0067,183380.0,700670.0,https://canmore.org.uk/site/22837/,cairn
23546,WEST LAROCH,"CAIRN(S) (BRONZE AGE), CIST (BRONZE AGE), COMMEMORATIVE MONUMENT (19TH CENTURY) (1831)",ARGYLL,NN 0792 5812,207920.0,758120.0,https://canmore.org.uk/site/23546/,cairn
23103,BALURE,BURIAL CAIRN (BRONZE AGE),ARGYLL,NM 89603 41444,189603.0,741444.0,https://canmore.org.uk/site/23103/,cairn
23132,"CAMUS LUINGE, LOCH SHIEL",BURIAL CAIRN (PREHISTORIC)(POSSIBLE),ARGYLL,NM 866 768,186600.0,776800.0,https://canmore.org.uk/site/23132/,cairn
23557,BALLACHULISH HOUSE,"BURIAL CAIRN (BRONZE AGE), CIST (BRONZE AGE), FOOD VESSEL (BRONZE AGE)",ARGYLL,NN 04897 59513,204897.0,759513.0,https://canmore.org.uk/site/23557/,cairn
23559,SALACHAIL,CAIRN (LATER PREHISTORIC),ARGYLL,NN 05961 51392,205961.0,751392.0,https://canmore.org.uk/site/23559/,cairn
23139,ALLT NIGHINN,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NM 9886 0479,198860.0,704790.0,https://canmore.org.uk/site/23139/,shieling
23141,COIRE A'BHEALAICH,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NM 9736 0351,197360.0,703510.0,https://canmore.org.uk/site/23141/,shieling
23143,CREAG AN FHITICH,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NM 954 006,195400.0,700600.0,https://canmore.org.uk/site/23143/,shieling
23144,FINCHARN,CAIRN (PREHISTORIC),ARGYLL,NM 9020 0398,190200.0,703980.0,https://canmore.org.uk/site/23144/,cairn
23692,COIRE NA CAIME,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NN 174 415,217400.0,741500.0,https://canmore.org.uk/site/23692/,shieling
23694,"GLENCOE, LAIRIG EILDE",CAIRN(S) (PERIOD UNASSIGNED),ARGYLL,NN 17013 53517,217013.0,753517.0,https://canmore.org.uk/site/23694/,cairn
22253,"CARN CUL RI H'EIREANN, MULL",CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 55 32,155000.0,732000.0,https://canmore.org.uk/site/22253/,cairn
22257,KILLUNDINE,KERB CAIRN(S) (PREHISTORIC),ARGYLL,NM 5867 4969,158670.0,749690.0,https://canmore.org.uk/site/22257/,cairn
22681,GLEANN GEAL,KERB CAIRN (PREHISTORIC),ARGYLL,NM 7301 5013,173010.0,750130.0,https://canmore.org.uk/site/22681/,cairn
22682,ACHARN,"CAIRN (PERIOD UNASSIGNED), CREMATION(S) (PERIOD UNASSIGNED)",ARGYLL,NM 7022 5048,170220.0,750480.0,https://canmore.org.uk/site/22682/,cairn
22684,"'ACHTIDONILE', GLEAN GEAL","CAIRN (PERIOD UNASSIGNED)(POSSIBLE), TOWNSHIP (PERIOD UNASSIGNED)",ARGYLL,NM 735 502,173500.0,750200.0,https://canmore.org.uk/site/22684/,cairn
22685,GLEANN GEAL,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NM 731 502,173100.0,750200.0,https://canmore.org.uk/site/22685/,cairn
22688,BALLNASELICH,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 7933 6815,179330.0,768150.0,https://canmore.org.uk/site/22688/,cairn
22690,ALLT LOCHAN NA CEARDAICH,"SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE), FLAKE(S) (BLOODSTONE)(PERIOD UNASSIGNED), FLAKE(S) (FLINT)(PERIOD UNASSIGNED)",ARGYLL,NM 755 686,175500.0,768600.0,https://canmore.org.uk/site/22690/,shieling
22700,CAMASINE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 7585 6116,175850.0,761160.0,https://canmore.org.uk/site/22700/,cairn
22703,RESIPOLE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 7164 6471,171640.0,764710.0,https://canmore.org.uk/site/22703/,cairn
22265,"ARDNACROSS, MULL","KERB CAIRN(S) (PREHISTORIC), STANDING STONE(S) (PREHISTORIC)",ARGYLL,NM 541 491,154100.0,749100.0,https://canmore.org.uk/site/22265/,cairn
22267,"ARDNACROSS, MULL",CHAMBERED CAIRN (NEOLITHIC)(POSSIBLE),ARGYLL,NM 54 49,154000.0,749000.0,https://canmore.org.uk/site/22267/,cairn
22268,"ARDNACROSS, MULL",KERB CAIRN (PREHISTORIC),ARGYLL,NM 5455 4964,154550.0,749640.0,https://canmore.org.uk/site/22268/,cairn
22269,"ARDNACROSS, MULL",CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 5494 4890,154940.0,748900.0,https://canmore.org.uk/site/22269/,cairn
22275,"KILLICHRONAN, MULL",CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 5502 4136,155020.0,741360.0,https://canmore.org.uk/site/22275/,cairn
22281,"CALLACHALLY, MULL",CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NM 598 419,159800.0,741900.0,https://canmore.org.uk/site/22281/,cairn
22844,"CARN BAN, CARNASSARIE",CAIRN (PREHISTORIC),ARGYLL,NM 84110 01502,184110.0,701502.0,https://canmore.org.uk/site/22844/,cairn
22851,CARNASSARIE,BURIAL CAIRN (PREHISTORIC),ARGYLL,NM 8441 0201,184410.0,702010.0,https://canmore.org.uk/site/22851/,cairn
22862,CORRIELORNE,CAIRN (LATER PREHISTORIC),ARGYLL,NM 86698 17319,186698.0,717319.0,https://canmore.org.uk/site/22862/,cairn
22863,CORRIELORNE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 86851 16942,186851.0,716942.0,https://canmore.org.uk/site/22863/,cairn
22864,CORRIELORNE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 86730 17000,186730.0,717000.0,https://canmore.org.uk/site/22864/,cairn
22866,GLEN RISDALE,SHIELING HUT(S) (POST MEDIEVAL),ARGYLL,NM 810 188,181000.0,718800.0,https://canmore.org.uk/site/22866/,shieling
22867,SCAMMADALE ROAD END,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 8393 1975,183930.0,719750.0,https://canmore.org.uk/site/22867/,cairn
22868,GLEN GALLAIN,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 8414 1951,184140.0,719510.0,https://canmore.org.uk/site/22868/,cairn
23583,CARN GHILLEASBUIG RUAIDH,CAIRN (PERIOD UNASSIGNED),ARGYLL,NN 0064 6390,200640.0,763900.0,https://canmore.org.uk/site/23583/,cairn
23152,CARN CHAILEIN,CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 9278 1763,192780.0,717630.0,https://canmore.org.uk/site/23152/,cairn
23153,ATH DEARG,"BATTLE SITE (13TH CENTURY)(POSSIBLE), BURIAL GROUND (13TH CENTURY)(POSSIBLE), SHIELING HUT(S) (POST MEDIEVAL)",ARGYLL,NM 9257 1831,192570.0,718310.0,https://canmore.org.uk/site/23153/,shieling
23315,"CASTLE FARM, BARCALDINE","BURIAL CAIRN(S) (BRONZE AGE), RING CAIRN (BRONZE AGE)(POSSIBLE)",ARGYLL,NM 91035 40297,191035.0,740297.0,https://canmore.org.uk/site/23315/,cairn
23316,DALRANACH,BURIAL CAIRN (LATER PREHISTORIC),ARGYLL,NM 9352 4116,193520.0,741160.0,https://canmore.org.uk/site/23316/,cairn
23301,PORTNACROISH,CHAMBERED CAIRN (NEOLITHIC)(POSSIBLE),ARGYLL,NM 925 473,192500.0,747300.0,https://canmore.org.uk/site/23301/,cairn
23306,BARCALDINE,CLEARANCE CAIRN (PERIOD UNASSIGNED),ARGYLL,NM 956 416,195600.0,741600.0,https://canmore.org.uk/site/23306/,cairn
23436,GLEN NANT,HUT CIRCLE (PREHISTORIC),ARGYLL,NN 012 297,201200.0,729700.0,https://canmore.org.uk/site/23436/,roundhouse
23440,FANANS,"BATTLE SITE (14TH CENTURY)(POSSIBLE), CAIRN(S) (PERIOD UNASSIGNED), CLEARANCE CAIRN(S) (POST MEDIEVAL)",ARGYLL,NN 0382 2905,203820.0,729050.0,https://canmore.org.uk/site/23440/,cairn
23445,ALLT AN DUNAIN,"CAIRN (PREHISTORIC), HUT CIRCLE (PREHISTORIC)(POSSIBLE)",ARGYLL,NN 0623 2457,206230.0,724570.0,https://canmore.org.uk/site/23445/,roundhouse
23461,LARACH BHAN,KERB CAIRN (PREHISTORIC),ARGYLL,NN 06727 23521,206727.0,723521.0,https://canmore.org.uk/site/23461/,cairn
23463,PORTSONACHAN,CHAMBERED CAIRN (NEOLITHIC),ARGYLL,NN 05041 20670,205041.0,720670.0,https://canmore.org.uk/site/23463/,cairn
23464,ROCKHILL FARM,CAIRN (LATER PREHISTORIC),ARGYLL,NN 06806 21815,206806.0,721815.0,https://canmore.org.uk/site/23464/,cairn
23465,"CARN-BAN, ACHNACARRON","BURIAL CAIRN (BRONZE AGE), PLANTATION BANK (POST MEDIEVAL)",ARGYLL,NN 05338 21839,205338.0,721839.0,https://canmore.org.uk/site/23465/,cairn
23467,CRUACH ACHADH NA CRAOIBHE,CAIRN (LATER PREHISTORIC),ARGYLL,NN 02795 24626,202795.0,724626.0,https://canmore.org.uk/site/23467/,cairn
23348,"INVERARAY, NEWTOWN",CAIRN (PREHISTORIC),ARGYLL,NN 0868 0787,208680.0,707870.0,https://canmore.org.uk/site/23348/,cairn
23355,"INVERARAY, NEWTOWN",CAIRN (PREHISTORIC),ARGYLL,NN 0880 0813,208800.0,708130.0,https://canmore.org.uk/site/23355/,cairn
23323,"FEARLOCHAN PARK, BARCALDINE",CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),ARGYLL,NM 925 404,192500.0,740400.0,https://canmore.org.uk/site/23323/,cairn
23327,ACHNAMOINE,BURIAL CAIRN (BRONZE AGE),ARGYLL,NM 90185 40820,190185.0,740820.0,https://canmore.org.uk/site/23327/,cairn
23329,ACHACHA,KERB CAIRN (BRONZE AGE),ARGYLL,NM 9436 4076,194360.0,740760.0,https://canmore.org.uk/site/23329/,cairn
23473,BARBRECK,BURIAL CAIRN (BRONZE AGE),ARGYLL,NN 04940 21840,204940.0,721840.0,https://canmore.org.uk/site/23473/,cairn
23479,AUCHACHENNA,CHAMBERED CAIRN (NEOLITHIC),ARGYLL,NN 02369 21066,202369.0,721066.0,https://canmore.org.uk/site/23479/,cairn
23480,SONACHAN HOUSE,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NN 0404 2030,204040.0,720300.0,https://canmore.org.uk/site/23480/,cairn
23481,LOCH AN LEOID,CHAMBERED CAIRN (NEOLITHIC)(POSSIBLE),ARGYLL,NN 01 24,201000.0,724000.0,https://canmore.org.uk/site/23481/,cairn
23500,TAYNUILT,CAIRN(S) (PERIOD UNASSIGNED),ARGYLL,NN 016 305,201600.0,730500.0,https://canmore.org.uk/site/23500/,cairn
